state,stateAbbr,population,index,violent,murder,rape,robbery,aggrate,property,burglary,larceny,gta
Maine,ME,1132000,4243.3,195.6,3.2,12.8,32.5,147.1,4047.7,1243.9,2610,193.8
Maryland,MD,4261000,6557.7,887.1,9.9,38.8,424.4,414,5670.6,1660.2,3576.7,433.7
Massachusetts,MA,5770000,5835.4,628.6,3.6,27.4,270.9,326.7,5206.7,1647.8,2559.6,999.3
Michigan,MI,9201000,6854,641.9,9.4,47.5,257.5,327.6,6212.2,1862.1,3714.9,635.2
Minnesota,MN,4090000,4736.7,228.5,2.1,25.8,104.3,96.3,4508.2,1277.6,2978.8,251.8
Mississippi,MS,2530000,3537.4,304.6,12.6,26,81.4,184.6,3232.8,1170.5,1880.9,181.3
Missouri,MO,4938000,5351.4,540.2,10.4,29.7,215.2,284.8,4811.2,1583.1,2846.6,381.4
Montana,MT,792000,5018.9,253,3.4,22.1,38.1,189.4,4765.9,966,3519.4,280.4
Nebraska,NE,1576000,4177.5,181.5,3.1,20.5,70.7,87.2,3996,912.6,2875.9,207.5
Nevada,NV,845000,8592,896.4,17.5,64.9,458,356.1,7695.5,2727.3,4373.4,594.8
New Hampshire,NH,935000,4321.8,147.1,2.9,16.5,35.8,91.9,4174.8,1186.1,2747.8,240.9
New Jersey,NJ,7401000,6179.8,630.6,7.3,32.1,334.6,256.7,5549.2,1733.2,3132.6,683.3
New Mexico,NM,1327000,6200.6,671.7,11.4,47.3,140.8,472.2,5528.9,1613,3560.8,355.1
New York,NY,17594000,6905.4,1069.6,12.3,31.1,684,342.1,5835.8,1991.7,3066.3,777.8
North Carolina,NC,5951000,4520.2,436.7,9.1,22.7,80.8,324.1,4083.5,1336.7,2548.8,198.1
North Dakota,ND,658000,2991,67.5,2.3,8.7,12.9,43.6,2923.6,500.6,2258.2,164.7
Ohio,OH,10776000,5447.4,496.6,7.4,31,236.9,221.3,4950.8,1493.6,3032.4,424.8
Oklahoma,OK,3098000,4837.3,426.8,9,35.2,115.4,267.2,4410.5,1588.8,2403.5,418.2
Oregon,OR,2647000,7036.9,478.7,4.4,41.7,180.6,251.9,6558.2,1967,4250.8,340.4
Pennsylvania,PA,11864000,3683.2,371.7,6.1,22.4,186.6,156.6,3311.5,1031.5,1910.8,369.2
Rhode Island,RI,952000,5851.8,441.7,4.2,17.9,132,287.6,5410.1,1654.9,2891.3,863.9
South Carolina,SC,3166000,5319.1,640.4,10.4,36.3,120.2,473.5,4678.7,1595.7,2807.5,275.4
South Dakota,SD,685000,3013.1,104.8,1.8,11.5,17.8,73.7,2908.3,634.7,2129.5,144.1
Tennessee,TN,4610000,4311.4,412.6,9.7,37.6,171.7,193.5,3898.9,1384.2,2180.6,334.1
Texas,TX,14755000,6050.3,532.4,16.6,46.2,193.3,276.3,5517.9,1870.4,3082.9,564.6
Utah,UT,1516000,5750,298.6,3.3,28.4,84.8,182.1,5451.4,1274.8,3882.3,294.3
Vermont,VT,515000,5060.8,128,4.3,33,27.6,63.1,4932.8,1559.8,3079.6,293.4
Virginia,VA,5426000,4670.8,321.7,8.6,27.2,133.2,152.7,4349.1,1167.5,2979.7,201.9
Washington,WA,4212000,6742,447.3,5.1,50.2,130,262,6294.8,1892.1,4083.4,319.2
West Virginia,WV,1951000,2618.7,174.8,6,14.8,50.2,103.7,2443.9,775.1,1480.5,188.4
Wisconsin,WI,4739000,4766.8,187.9,3.4,15.7,68.6,100.2,4579,1072.2,3289.6,217.2
Wyoming,WY,492000,5131.9,430.1,5.5,35.4,41.9,347.4,4701.8,961,3449.6,291.3
